"id","admin_1","admin_2","admin_3","household_code","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
4886,"A","B","B","A-B-A-4886",5,2020-08-06,2020-08-06,"user_1","user_1"
4887,"A","C","C","A-C-A-4887",3,2019-08-12,2019-08-12,"user_1","user_1"
4888,"A","D","D","A-D-A-4888",3,2019-08-12,2019-08-12,"user_1","user_1"
4889,"A","E","E","A-E-A-4889",4,2020-02-08,2020-02-08,"user_1","user_1"
4890,"A","F","F","A-F-A-4890",5,2020-08-06,2020-08-06,"user_1","user_1"
4891,"A","A","G","A-A-A-4891",6,2021-02-02,2021-02-02,"user_1","user_1"
4892,"A","B","H","A-B-A-4892",5,2020-08-06,2020-08-06,"user_1","user_1"
4893,"A","C","I","A-C-A-4893",3,2019-08-12,2019-08-12,"user_1","user_1"
4894,"A","D","J","A-D-A-4894",3,2019-08-12,2019-08-12,"user_1","user_1"
4895,"A","E","K","A-E-A-4895",4,2020-02-08,2020-02-08,"user_1","user_1"
4896,"A","F","L","A-F-A-4896",5,2020-08-06,2020-08-06,"user_1","user_1"
4897,"A","A","A","A-A-A-4897",6,2021-02-02,2021-02-02,"user_1","user_1"
4898,"A","B","B","A-B-A-4898",5,2020-08-06,2020-08-06,"user_1","user_1"
4899,"A","C","C","A-C-A-4899",3,2019-08-12,2019-08-12,"user_1","user_1"
4900,"A","D","D","A-D-A-4900",3,2019-08-12,2019-08-12,"user_1","user_1"
4901,"A","E","E","A-E-A-4901",4,2020-02-08,2020-02-08,"user_1","user_1"
4902,"A","F","F","A-F-A-4902",5,2020-08-06,2020-08-06,"user_1","user_1"
4903,"A","A","G","A-A-A-4903",6,2021-02-02,2021-02-02,"user_1","user_1"
4904,"A","B","H","A-B-A-4904",5,2020-08-06,2020-08-06,"user_1","user_1"
4905,"A","C","I","A-C-A-4905",3,2019-08-12,2019-08-12,"user_1","user_1"
4906,"A","D","J","A-D-A-4906",3,2019-08-12,2019-08-12,"user_1","user_1"
4907,"A","E","K","A-E-A-4907",4,2020-02-08,2020-02-08,"user_1","user_1"
4908,"A","F","L","A-F-A-4908",5,2020-08-06,2020-08-06,"user_1","user_1"
4909,"A","A","A","A-A-A-4909",6,2021-02-02,2021-02-02,"user_1","user_1"
4910,"A","B","B","A-B-A-4910",5,2020-08-06,2020-08-06,"user_1","user_1"
4911,"A","C","C","A-C-A-4911",3,2019-08-12,2019-08-12,"user_1","user_1"
4912,"A","D","D","A-D-A-4912",3,2019-08-12,2019-08-12,"user_1","user_1"
4913,"A","E","E","A-E-A-4913",4,2020-02-08,2020-02-08,"user_1","user_1"
4914,"A","F","F","A-F-A-4914",5,2020-08-06,2020-08-06,"user_1","user_1"
4915,"A","A","G","A-A-A-4915",6,2021-02-02,2021-02-02,"user_1","user_1"
4916,"A","B","H","A-B-A-4916",5,2020-08-06,2020-08-06,"user_1","user_1"
4917,"A","C","I","A-C-A-4917",3,2019-08-12,2019-08-12,"user_1","user_1"
4918,"A","D","J","A-D-A-4918",3,2019-08-12,2019-08-12,"user_1","user_1"
4919,"A","E","K","A-E-A-4919",4,2020-02-08,2020-02-08,"user_1","user_1"
4920,"A","F","L","A-F-A-4920",5,2020-08-06,2020-08-06,"user_1","user_1"
4921,"A","A","A","A-A-A-4921",6,2021-02-02,2021-02-02,"user_1","user_1"
4922,"A","B","B","A-B-A-4922",5,2020-08-06,2020-08-06,"user_1","user_1"
4923,"A","C","C","A-C-A-4923",3,2019-08-12,2019-08-12,"user_1","user_1"
4924,"A","D","D","A-D-A-4924",3,2019-08-12,2019-08-12,"user_1","user_1"
4925,"A","E","E","A-E-A-4925",4,2020-02-08,2020-02-08,"user_1","user_1"
4926,"A","F","F","A-F-A-4926",5,2020-08-06,2020-08-06,"user_1","user_1"
4927,"A","A","G","A-A-A-4927",6,2021-02-02,2021-02-02,"user_1","user_1"
4928,"A","B","H","A-B-A-4928",5,2020-08-06,2020-08-06,"user_1","user_1"
4929,"A","C","I","A-C-A-4929",3,2019-08-12,2019-08-12,"user_1","user_1"
4930,"A","D","J","A-D-A-4930",3,2019-08-12,2019-08-12,"user_1","user_1"
4931,"A","E","K","A-E-A-4931",4,2020-02-08,2020-02-08,"user_1","user_1"
4932,"A","F","L","A-F-A-4932",5,2020-08-06,2020-08-06,"user_1","user_1"
4933,"A","A","A","A-A-A-4933",6,2021-02-02,2021-02-02,"user_1","user_1"
4934,"A","B","B","A-B-A-4934",5,2020-08-06,2020-08-06,"user_1","user_1"
4935,"A","C","C","A-C-A-4935",3,2019-08-12,2019-08-12,"user_1","user_1"
4936,"A","D","D","A-D-A-4936",3,2019-08-12,2019-08-12,"user_1","user_1"
4937,"A","E","E","A-E-A-4937",4,2020-02-08,2020-02-08,"user_1","user_1"
4938,"A","F","F","A-F-A-4938",5,2020-08-06,2020-08-06,"user_1","user_1"
4939,"A","A","G","A-A-A-4939",6,2021-02-02,2021-02-02,"user_1","user_1"
4940,"A","B","H","A-B-A-4940",5,2020-08-06,2020-08-06,"user_1","user_1"
4941,"A","C","I","A-C-A-4941",3,2019-08-12,2019-08-12,"user_1","user_1"
4942,"A","D","J","A-D-A-4942",3,2019-08-12,2019-08-12,"user_1","user_1"
4943,"A","E","K","A-E-A-4943",4,2020-02-08,2020-02-08,"user_1","user_1"
4944,"A","F","L","A-F-A-4944",5,2020-08-06,2020-08-06,"user_1","user_1"
4945,"A","A","A","A-A-A-4945",6,2021-02-02,2021-02-02,"user_1","user_1"
4946,"A","B","B","A-B-A-4946",5,2020-08-06,2020-08-06,"user_1","user_1"
4947,"A","C","C","A-C-A-4947",3,2019-08-12,2019-08-12,"user_1","user_1"
4948,"A","D","D","A-D-A-4948",3,2019-08-12,2019-08-12,"user_1","user_1"
4949,"A","E","E","A-E-A-4949",4,2020-02-08,2020-02-08,"user_1","user_1"
4950,"A","F","F","A-F-A-4950",5,2020-08-06,2020-08-06,"user_1","user_1"
4951,"A","A","G","A-A-A-4951",6,2021-02-02,2021-02-02,"user_1","user_1"
4952,"A","B","H","A-B-A-4952",5,2020-08-06,2020-08-06,"user_1","user_1"
4953,"A","C","I","A-C-A-4953",3,2019-08-12,2019-08-12,"user_1","user_1"
4954,"A","D","J","A-D-A-4954",3,2019-08-12,2019-08-12,"user_1","user_1"
4955,"A","E","K","A-E-A-4955",4,2020-02-08,2020-02-08,"user_1","user_1"
4956,"A","F","L","A-F-A-4956",5,2020-08-06,2020-08-06,"user_1","user_1"
4957,"A","A","A","A-A-A-4957",6,2021-02-02,2021-02-02,"user_1","user_1"
4958,"A","B","B","A-B-A-4958",5,2020-08-06,2020-08-06,"user_1","user_1"
4959,"A","C","C","A-C-A-4959",3,2019-08-12,2019-08-12,"user_1","user_1"
4960,"A","D","D","A-D-A-4960",3,2019-08-12,2019-08-12,"user_1","user_1"
4961,"A","E","E","A-E-A-4961",4,2020-02-08,2020-02-08,"user_1","user_1"
4962,"A","F","F","A-F-A-4962",5,2020-08-06,2020-08-06,"user_1","user_1"
4963,"A","A","G","A-A-A-4963",6,2021-02-02,2021-02-02,"user_1","user_1"
4964,"A","B","H","A-B-A-4964",5,2020-08-06,2020-08-06,"user_1","user_1"
4965,"A","C","I","A-C-A-4965",3,2019-08-12,2019-08-12,"user_1","user_1"
4966,"A","D","J","A-D-A-4966",3,2019-08-12,2019-08-12,"user_1","user_1"
4967,"A","E","K","A-E-A-4967",4,2020-02-08,2020-02-08,"user_1","user_1"
4968,"A","F","L","A-F-A-4968",5,2020-08-06,2020-08-06,"user_1","user_1"
4969,"A","A","A","A-A-A-4969",6,2021-02-02,2021-02-02,"user_1","user_1"
4970,"A","B","B","A-B-A-4970",5,2020-08-06,2020-08-06,"user_1","user_1"
4971,"A","C","C","A-C-A-4971",3,2019-08-12,2019-08-12,"user_1","user_1"
4972,"A","D","D","A-D-A-4972",3,2019-08-12,2019-08-12,"user_1","user_1"
4973,"A","E","E","A-E-A-4973",4,2020-02-08,2020-02-08,"user_1","user_1"
4974,"A","F","F","A-F-A-4974",5,2020-08-06,2020-08-06,"user_1","user_1"
4975,"A","A","G","A-A-A-4975",6,2021-02-02,2021-02-02,"user_1","user_1"
4976,"A","B","H","A-B-A-4976",5,2020-08-06,2020-08-06,"user_1","user_1"
4977,"A","C","I","A-C-A-4977",3,2019-08-12,2019-08-12,"user_1","user_1"
4978,"A","D","J","A-D-A-4978",3,2019-08-12,2019-08-12,"user_1","user_1"
4979,"A","E","K","A-E-A-4979",4,2020-02-08,2020-02-08,"user_1","user_1"
4980,"A","F","L","A-F-A-4980",5,2020-08-06,2020-08-06,"user_1","user_1"
4981,"A","A","A","A-A-A-4981",6,2021-02-02,2021-02-02,"user_1","user_1"
4982,"A","B","B","A-B-A-4982",5,2020-08-06,2020-08-06,"user_1","user_1"
4983,"A","C","C","A-C-A-4983",3,2019-08-12,2019-08-12,"user_1","user_1"
4984,"A","D","D","A-D-A-4984",3,2019-08-12,2019-08-12,"user_1","user_1"
4985,"A","E","E","A-E-A-4985",4,2020-02-08,2020-02-08,"user_1","user_1"
4986,"A","F","F","A-F-A-4986",5,2020-08-06,2020-08-06,"user_1","user_1"
4987,"A","A","G","A-A-A-4987",6,2021-02-02,2021-02-02,"user_1","user_1"
4988,"A","B","H","A-B-A-4988",5,2020-08-06,2020-08-06,"user_1","user_1"
4989,"A","C","I","A-C-A-4989",3,2019-08-12,2019-08-12,"user_1","user_1"
4990,"A","D","J","A-D-A-4990",3,2019-08-12,2019-08-12,"user_1","user_1"
4991,"A","E","K","A-E-A-4991",4,2020-02-08,2020-02-08,"user_1","user_1"
4992,"A","F","L","A-F-A-4992",5,2020-08-06,2020-08-06,"user_1","user_1"
4993,"A","A","A","A-A-A-4993",6,2021-02-02,2021-02-02,"user_1","user_1"
4994,"A","B","B","A-B-A-4994",5,2020-08-06,2020-08-06,"user_1","user_1"
4995,"A","C","C","A-C-A-4995",3,2019-08-12,2019-08-12,"user_1","user_1"
4996,"A","D","D","A-D-A-4996",3,2019-08-12,2019-08-12,"user_1","user_1"
4997,"A","E","E","A-E-A-4997",4,2020-02-08,2020-02-08,"user_1","user_1"
4998,"A","F","F","A-F-A-4998",5,2020-08-06,2020-08-06,"user_1","user_1"
4999,"A","A","G","A-A-A-4999",6,2021-02-02,2021-02-02,"user_1","user_1"
5000,"A","B","H","A-B-A-5000",5,2020-08-06,2020-08-06,"user_1","user_1"
5001,"A","C","I","A-C-A-5001",3,2019-08-12,2019-08-12,"user_1","user_1"
5002,"A","D","J","A-D-A-5002",3,2019-08-12,2019-08-12,"user_1","user_1"
5003,"A","E","K","A-E-A-5003",4,2020-02-08,2020-02-08,"user_1","user_1"
5004,"A","F","L","A-F-A-5004",5,2020-08-06,2020-08-06,"user_1","user_1"
5005,"A","A","A","A-A-A-5005",6,2021-02-02,2021-02-02,"user_1","user_1"
5006,"A","B","B","A-B-A-5006",5,2020-08-06,2020-08-06,"user_1","user_1"
5007,"A","C","C","A-C-A-5007",3,2019-08-12,2019-08-12,"user_1","user_1"
5008,"A","D","D","A-D-A-5008",3,2019-08-12,2019-08-12,"user_1","user_1"
5009,"A","E","E","A-E-A-5009",4,2020-02-08,2020-02-08,"user_1","user_1"
5010,"A","F","F","A-F-A-5010",5,2020-08-06,2020-08-06,"user_1","user_1"
5011,"A","A","G","A-A-A-5011",6,2021-02-02,2021-02-02,"user_1","user_1"
5012,"A","B","H","A-B-A-5012",5,2020-08-06,2020-08-06,"user_1","user_1"
5013,"A","C","I","A-C-A-5013",3,2019-08-12,2019-08-12,"user_1","user_1"
5014,"A","D","J","A-D-A-5014",3,2019-08-12,2019-08-12,"user_1","user_1"
5015,"A","E","K","A-E-A-5015",4,2020-02-08,2020-02-08,"user_1","user_1"
5016,"A","F","L","A-F-A-5016",5,2020-08-06,2020-08-06,"user_1","user_1"
5017,"A","A","A","A-A-A-5017",6,2021-02-02,2021-02-02,"user_1","user_1"
5018,"A","B","B","A-B-A-5018",5,2020-08-06,2020-08-06,"user_1","user_1"
5019,"A","C","C","A-C-A-5019",3,2019-08-12,2019-08-12,"user_1","user_1"
5020,"A","D","D","A-D-A-5020",3,2019-08-12,2019-08-12,"user_1","user_1"
5021,"A","E","E","A-E-A-5021",4,2020-02-08,2020-02-08,"user_1","user_1"
5022,"A","F","F","A-F-A-5022",5,2020-08-06,2020-08-06,"user_1","user_1"
5023,"A","A","G","A-A-A-5023",6,2021-02-02,2021-02-02,"user_1","user_1"
5024,"A","B","H","A-B-A-5024",5,2020-08-06,2020-08-06,"user_1","user_1"
5025,"A","C","I","A-C-A-5025",3,2019-08-12,2019-08-12,"user_1","user_1"
5026,"A","D","J","A-D-A-5026",3,2019-08-12,2019-08-12,"user_1","user_1"
5027,"A","E","K","A-E-A-5027",4,2020-02-08,2020-02-08,"user_1","user_1"
5028,"A","F","L","A-F-A-5028",5,2020-08-06,2020-08-06,"user_1","user_1"
5029,"A","A","A","A-A-A-5029",6,2021-02-02,2021-02-02,"user_1","user_1"
5030,"A","B","B","A-B-A-5030",5,2020-08-06,2020-08-06,"user_1","user_1"
5031,"A","C","C","A-C-A-5031",3,2019-08-12,2019-08-12,"user_1","user_1"
5032,"A","D","D","A-D-A-5032",3,2019-08-12,2019-08-12,"user_1","user_1"
5033,"A","E","E","A-E-A-5033",4,2020-02-08,2020-02-08,"user_1","user_1"
5034,"A","F","F","A-F-A-5034",5,2020-08-06,2020-08-06,"user_1","user_1"
5035,"A","A","G","A-A-A-5035",6,2021-02-02,2021-02-02,"user_1","user_1"
5036,"A","B","H","A-B-A-5036",5,2020-08-06,2020-08-06,"user_1","user_1"
5037,"A","C","I","A-C-A-5037",3,2019-08-12,2019-08-12,"user_1","user_1"
5038,"A","D","J","A-D-A-5038",3,2019-08-12,2019-08-12,"user_1","user_1"
5039,"A","E","K","A-E-A-5039",4,2020-02-08,2020-02-08,"user_1","user_1"
5040,"A","F","L","A-F-A-5040",5,2020-08-06,2020-08-06,"user_1","user_1"
5041,"A","A","A","A-A-A-5041",6,2021-02-02,2021-02-02,"user_1","user_1"
5042,"A","B","B","A-B-A-5042",5,2020-08-06,2020-08-06,"user_1","user_1"
5043,"A","C","C","A-C-A-5043",3,2019-08-12,2019-08-12,"user_1","user_1"
5044,"A","D","D","A-D-A-5044",3,2019-08-12,2019-08-12,"user_1","user_1"
5045,"A","E","E","A-E-A-5045",4,2020-02-08,2020-02-08,"user_1","user_1"
5046,"A","F","F","A-F-A-5046",5,2020-08-06,2020-08-06,"user_1","user_1"
5047,"A","A","G","A-A-A-5047",6,2021-02-02,2021-02-02,"user_1","user_1"
5048,"A","B","H","A-B-A-5048",5,2020-08-06,2020-08-06,"user_1","user_1"
5049,"A","C","I","A-C-A-5049",3,2019-08-12,2019-08-12,"user_1","user_1"
5050,"A","D","J","A-D-A-5050",3,2019-08-12,2019-08-12,"user_1","user_1"
5051,"A","E","K","A-E-A-5051",4,2020-02-08,2020-02-08,"user_1","user_1"
5052,"A","F","L","A-F-A-5052",5,2020-08-06,2020-08-06,"user_1","user_1"
5053,"A","A","A","A-A-A-5053",6,2021-02-02,2021-02-02,"user_1","user_1"
5054,"A","B","B","A-B-A-5054",5,2020-08-06,2020-08-06,"user_1","user_1"
5055,"A","C","C","A-C-A-5055",3,2019-08-12,2019-08-12,"user_1","user_1"
5056,"A","D","D","A-D-A-5056",3,2019-08-12,2019-08-12,"user_1","user_1"
5057,"A","E","E","A-E-A-5057",4,2020-02-08,2020-02-08,"user_1","user_1"
5058,"A","F","F","A-F-A-5058",5,2020-08-06,2020-08-06,"user_1","user_1"
5059,"A","A","G","A-A-A-5059",6,2021-02-02,2021-02-02,"user_1","user_1"
5060,"A","B","H","A-B-A-5060",5,2020-08-06,2020-08-06,"user_1","user_1"
5061,"A","C","I","A-C-A-5061",3,2019-08-12,2019-08-12,"user_1","user_1"
5062,"A","D","J","A-D-A-5062",3,2019-08-12,2019-08-12,"user_1","user_1"
5063,"A","E","K","A-E-A-5063",4,2020-02-08,2020-02-08,"user_1","user_1"
5064,"A","F","L","A-F-A-5064",5,2020-08-06,2020-08-06,"user_1","user_1"
5065,"A","A","A","A-A-A-5065",6,2021-02-02,2021-02-02,"user_1","user_1"
5066,"A","B","B","A-B-A-5066",5,2020-08-06,2020-08-06,"user_1","user_1"
5067,"A","C","C","A-C-A-5067",3,2019-08-12,2019-08-12,"user_1","user_1"
5068,"A","D","D","A-D-A-5068",3,2019-08-12,2019-08-12,"user_1","user_1"
5069,"A","E","E","A-E-A-5069",4,2020-02-08,2020-02-08,"user_1","user_1"
5070,"A","F","F","A-F-A-5070",5,2020-08-06,2020-08-06,"user_1","user_1"
5071,"A","A","G","A-A-A-5071",6,2021-02-02,2021-02-02,"user_1","user_1"
5072,"A","B","H","A-B-A-5072",5,2020-08-06,2020-08-06,"user_1","user_1"
5073,"A","C","I","A-C-A-5073",3,2019-08-12,2019-08-12,"user_1","user_1"
5074,"A","D","J","A-D-A-5074",3,2019-08-12,2019-08-12,"user_1","user_1"
5075,"A","E","K","A-E-A-5075",4,2020-02-08,2020-02-08,"user_1","user_1"
5076,"A","F","L","A-F-A-5076",5,2020-08-06,2020-08-06,"user_1","user_1"
5077,"A","A","A","A-A-A-5077",6,2021-02-02,2021-02-02,"user_1","user_1"
5078,"A","B","B","A-B-A-5078",5,2020-08-06,2020-08-06,"user_1","user_1"
5079,"A","C","C","A-C-A-5079",3,2019-08-12,2019-08-12,"user_1","user_1"
5080,"A","D","D","A-D-A-5080",3,2019-08-12,2019-08-12,"user_1","user_1"
5081,"A","E","E","A-E-A-5081",4,2020-02-08,2020-02-08,"user_1","user_1"
5082,"A","F","F","A-F-A-5082",5,2020-08-06,2020-08-06,"user_1","user_1"
5083,"A","A","G","A-A-A-5083",6,2021-02-02,2021-02-02,"user_1","user_1"
5084,"A","B","H","A-B-A-5084",5,2020-08-06,2020-08-06,"user_1","user_1"
5085,"A","C","I","A-C-A-5085",3,2019-08-12,2019-08-12,"user_1","user_1"
5086,"A","D","J","A-D-A-5086",3,2019-08-12,2019-08-12,"user_1","user_1"
5087,"A","E","K","A-E-A-5087",4,2020-02-08,2020-02-08,"user_1","user_1"
5088,"A","F","L","A-F-A-5088",5,2020-08-06,2020-08-06,"user_1","user_1"
5089,"A","A","A","A-A-A-5089",6,2021-02-02,2021-02-02,"user_1","user_1"
5090,"A","B","B","A-B-A-5090",5,2020-08-06,2020-08-06,"user_1","user_1"
5091,"A","C","C","A-C-A-5091",3,2019-08-12,2019-08-12,"user_1","user_1"
5092,"A","D","D","A-D-A-5092",3,2019-08-12,2019-08-12,"user_1","user_1"
5093,"A","E","E","A-E-A-5093",4,2020-02-08,2020-02-08,"user_1","user_1"
5094,"A","F","F","A-F-A-5094",5,2020-08-06,2020-08-06,"user_1","user_1"
5095,"A","A","G","A-A-A-5095",6,2021-02-02,2021-02-02,"user_1","user_1"
5096,"A","B","H","A-B-A-5096",5,2020-08-06,2020-08-06,"user_1","user_1"
5097,"A","C","I","A-C-A-5097",3,2019-08-12,2019-08-12,"user_1","user_1"
5098,"A","D","J","A-D-A-5098",3,2019-08-12,2019-08-12,"user_1","user_1"
5099,"A","E","K","A-E-A-5099",4,2020-02-08,2020-02-08,"user_1","user_1"
5100,"A","F","L","A-F-A-5100",5,2020-08-06,2020-08-06,"user_1","user_1"
5101,"A","A","A","A-A-A-5101",6,2021-02-02,2021-02-02,"user_1","user_1"
5102,"A","B","B","A-B-A-5102",5,2020-08-06,2020-08-06,"user_1","user_1"
5103,"A","C","C","A-C-A-5103",3,2019-08-12,2019-08-12,"user_1","user_1"
5104,"A","D","D","A-D-A-5104",3,2019-08-12,2019-08-12,"user_1","user_1"
5105,"A","E","E","A-E-A-5105",4,2020-02-08,2020-02-08,"user_1","user_1"
5106,"A","F","F","A-F-A-5106",5,2020-08-06,2020-08-06,"user_1","user_1"
5107,"A","A","G","A-A-A-5107",6,2021-02-02,2021-02-02,"user_1","user_1"
5108,"A","B","H","A-B-A-5108",5,2020-08-06,2020-08-06,"user_1","user_1"
5109,"A","C","I","A-C-A-5109",3,2019-08-12,2019-08-12,"user_1","user_1"
5110,"A","D","J","A-D-A-5110",3,2019-08-12,2019-08-12,"user_1","user_1"
5111,"A","E","K","A-E-A-5111",4,2020-02-08,2020-02-08,"user_1","user_1"
5112,"A","F","L","A-F-A-5112",5,2020-08-06,2020-08-06,"user_1","user_1"
5113,"A","A","A","A-A-A-5113",6,2021-02-02,2021-02-02,"user_1","user_1"
5114,"A","B","B","A-B-A-5114",5,2020-08-06,2020-08-06,"user_1","user_1"
5115,"A","C","C","A-C-A-5115",3,2019-08-12,2019-08-12,"user_1","user_1"
5116,"A","D","D","A-D-A-5116",3,2019-08-12,2019-08-12,"user_1","user_1"
5117,"A","E","E","A-E-A-5117",4,2020-02-08,2020-02-08,"user_1","user_1"
5118,"A","F","F","A-F-A-5118",5,2020-08-06,2020-08-06,"user_1","user_1"
5119,"A","A","G","A-A-A-5119",6,2021-02-02,2021-02-02,"user_1","user_1"
5120,"A","B","H","A-B-A-5120",5,2020-08-06,2020-08-06,"user_1","user_1"
5121,"A","C","I","A-C-A-5121",3,2019-08-12,2019-08-12,"user_1","user_1"
5122,"A","D","J","A-D-A-5122",3,2019-08-12,2019-08-12,"user_1","user_1"
5123,"A","E","K","A-E-A-5123",4,2020-02-08,2020-02-08,"user_1","user_1"
5124,"A","F","L","A-F-A-5124",5,2020-08-06,2020-08-06,"user_1","user_1"
5125,"A","A","A","A-A-A-5125",6,2021-02-02,2021-02-02,"user_1","user_1"
5126,"A","B","B","A-B-A-5126",5,2020-08-06,2020-08-06,"user_1","user_1"
5127,"A","C","C","A-C-A-5127",3,2019-08-12,2019-08-12,"user_1","user_1"
5128,"A","D","D","A-D-A-5128",3,2019-08-12,2019-08-12,"user_1","user_1"
5129,"A","E","E","A-E-A-5129",4,2020-02-08,2020-02-08,"user_1","user_1"
5130,"A","F","F","A-F-A-5130",5,2020-08-06,2020-08-06,"user_1","user_1"
5131,"A","A","G","A-A-A-5131",6,2021-02-02,2021-02-02,"user_1","user_1"
5132,"A","B","H","A-B-A-5132",5,2020-08-06,2020-08-06,"user_1","user_1"
5133,"A","C","I","A-C-A-5133",3,2019-08-12,2019-08-12,"user_1","user_1"
5134,"A","D","J","A-D-A-5134",3,2019-08-12,2019-08-12,"user_1","user_1"
5135,"A","E","K","A-E-A-5135",4,2020-02-08,2020-02-08,"user_1","user_1"
5136,"A","F","L","A-F-A-5136",5,2020-08-06,2020-08-06,"user_1","user_1"
5137,"A","A","A","A-A-A-5137",6,2021-02-02,2021-02-02,"user_1","user_1"
5138,"A","B","B","A-B-A-5138",5,2020-08-06,2020-08-06,"user_1","user_1"
5139,"A","C","C","A-C-A-5139",3,2019-08-12,2019-08-12,"user_1","user_1"
5140,"A","D","D","A-D-A-5140",3,2019-08-12,2019-08-12,"user_1","user_1"
5141,"A","E","E","A-E-A-5141",4,2020-02-08,2020-02-08,"user_1","user_1"
5142,"A","F","F","A-F-A-5142",5,2020-08-06,2020-08-06,"user_1","user_1"
5143,"A","A","G","A-A-A-5143",6,2021-02-02,2021-02-02,"user_1","user_1"
5144,"A","B","H","A-B-A-5144",5,2020-08-06,2020-08-06,"user_1","user_1"
5145,"A","C","I","A-C-A-5145",3,2019-08-12,2019-08-12,"user_1","user_1"
5146,"A","D","J","A-D-A-5146",3,2019-08-12,2019-08-12,"user_1","user_1"
5147,"A","E","K","A-E-A-5147",4,2020-02-08,2020-02-08,"user_1","user_1"
5148,"A","F","L","A-F-A-5148",5,2020-08-06,2020-08-06,"user_1","user_1"
5149,"A","A","A","A-A-A-5149",6,2021-02-02,2021-02-02,"user_1","user_1"
5150,"A","B","B","A-B-A-5150",5,2020-08-06,2020-08-06,"user_1","user_1"
5151,"A","C","C","A-C-A-5151",3,2019-08-12,2019-08-12,"user_1","user_1"
5152,"A","D","D","A-D-A-5152",3,2019-08-12,2019-08-12,"user_1","user_1"
5153,"A","E","E","A-E-A-5153",4,2020-02-08,2020-02-08,"user_1","user_1"
5154,"A","F","F","A-F-A-5154",5,2020-08-06,2020-08-06,"user_1","user_1"
5155,"A","A","G","A-A-A-5155",6,2021-02-02,2021-02-02,"user_1","user_1"
5156,"A","B","H","A-B-A-5156",5,2020-08-06,2020-08-06,"user_1","user_1"
5157,"A","C","I","A-C-A-5157",3,2019-08-12,2019-08-12,"user_1","user_1"
5158,"A","D","J","A-D-A-5158",3,2019-08-12,2019-08-12,"user_1","user_1"
5159,"A","E","K","A-E-A-5159",4,2020-02-08,2020-02-08,"user_1","user_1"
5160,"A","F","L","A-F-A-5160",5,2020-08-06,2020-08-06,"user_1","user_1"
5161,"A","A","A","A-A-A-5161",6,2021-02-02,2021-02-02,"user_1","user_1"
5162,"A","B","B","A-B-A-5162",5,2020-08-06,2020-08-06,"user_1","user_1"
5163,"A","C","C","A-C-A-5163",3,2019-08-12,2019-08-12,"user_1","user_1"
5164,"A","D","D","A-D-A-5164",3,2019-08-12,2019-08-12,"user_1","user_1"
5165,"A","E","E","A-E-A-5165",4,2020-02-08,2020-02-08,"user_1","user_1"
5166,"A","F","F","A-F-A-5166",5,2020-08-06,2020-08-06,"user_1","user_1"
5167,"A","A","G","A-A-A-5167",6,2021-02-02,2021-02-02,"user_1","user_1"
5168,"A","B","H","A-B-A-5168",5,2020-08-06,2020-08-06,"user_1","user_1"
5169,"A","C","I","A-C-A-5169",3,2019-08-12,2019-08-12,"user_1","user_1"
5170,"A","D","J","A-D-A-5170",3,2019-08-12,2019-08-12,"user_1","user_1"
5171,"A","E","K","A-E-A-5171",4,2020-02-08,2020-02-08,"user_1","user_1"
5172,"A","F","L","A-F-A-5172",5,2020-08-06,2020-08-06,"user_1","user_1"
5173,"A","A","A","A-A-A-5173",6,2021-02-02,2021-02-02,"user_1","user_1"
5174,"A","B","B","A-B-A-5174",5,2020-08-06,2020-08-06,"user_1","user_1"
5175,"A","C","C","A-C-A-5175",3,2019-08-12,2019-08-12,"user_1","user_1"
5176,"A","D","D","A-D-A-5176",3,2019-08-12,2019-08-12,"user_1","user_1"
5177,"A","E","E","A-E-A-5177",4,2020-02-08,2020-02-08,"user_1","user_1"
5178,"A","F","F","A-F-A-5178",5,2020-08-06,2020-08-06,"user_1","user_1"
5179,"A","A","G","A-A-A-5179",6,2021-02-02,2021-02-02,"user_1","user_1"
5180,"A","B","H","A-B-A-5180",5,2020-08-06,2020-08-06,"user_1","user_1"
5181,"A","C","I","A-C-A-5181",3,2019-08-12,2019-08-12,"user_1","user_1"
5182,"A","D","J","A-D-A-5182",3,2019-08-12,2019-08-12,"user_1","user_1"
5183,"A","E","K","A-E-A-5183",4,2020-02-08,2020-02-08,"user_1","user_1"
5184,"A","F","L","A-F-A-5184",5,2020-08-06,2020-08-06,"user_1","user_1"
5185,"A","A","A","A-A-A-5185",6,2021-02-02,2021-02-02,"user_1","user_1"
5186,"A","B","B","A-B-A-5186",5,2020-08-06,2020-08-06,"user_1","user_1"
5187,"A","C","C","A-C-A-5187",3,2019-08-12,2019-08-12,"user_1","user_1"
5188,"A","D","D","A-D-A-5188",3,2019-08-12,2019-08-12,"user_1","user_1"
5189,"A","E","E","A-E-A-5189",4,2020-02-08,2020-02-08,"user_1","user_1"
5190,"A","F","F","A-F-A-5190",5,2020-08-06,2020-08-06,"user_1","user_1"
5191,"A","A","G","A-A-A-5191",6,2021-02-02,2021-02-02,"user_1","user_1"
5192,"A","B","H","A-B-A-5192",5,2020-08-06,2020-08-06,"user_1","user_1"
5193,"A","C","I","A-C-A-5193",3,2019-08-12,2019-08-12,"user_1","user_1"
5194,"A","D","J","A-D-A-5194",3,2019-08-12,2019-08-12,"user_1","user_1"
