"id","admin_1","admin_2","admin_3","household_code","registration_round","registration_date","registration_update_date","registration_user","registration_update_user","members"
4659,"A","C","C","A-C-A-4659",4,"2018-08-17","2018-08-17","user_1","user_1",6035
4660,"A","D","D","A-D-A-4660",3,"2020-08-06","2020-08-06","user_1","user_1",5866
4661,"A","E","E","A-E-A-4661",6,"2019-02-13","2019-02-13","user_1","user_1",5971
4662,"A","F","F","A-F-A-4662",3,"2021-02-02","2021-02-02","user_1","user_1",5982
4663,"A","A","G","A-A-A-4663",2,"2021-02-02","2021-02-02","user_1","user_1",6115
4664,"A","B","H","A-B-A-4664",6,"2020-02-08","2020-02-08","user_1","user_1",5918
4665,"A","C","I","A-C-A-4665",5,"2018-08-17","2018-08-17","user_1","user_1",6060
4666,"A","D","J","A-D-A-4666",5,"2020-08-06","2020-08-06","user_1","user_1",6060
4667,"A","E","K","A-E-A-4667",2,"2019-02-13","2019-02-13","user_1","user_1",5973
4668,"A","F","L","A-F-A-4668",1,"2021-02-02","2021-02-02","user_1","user_1",5973
4669,"A","A","A","A-A-A-4669",6,"2021-02-02","2021-02-02","user_1","user_1",5973
4670,"A","B","B","A-B-A-4670",3,"2020-02-08","2020-02-08","user_1","user_1",6115
4671,"A","C","C","A-C-A-4671",5,"2018-08-17","2018-08-17","user_1","user_1",5982
4672,"A","D","D","A-D-A-4672",6,"2020-08-06","2020-08-06","user_1","user_1",5866
4673,"A","E","E","A-E-A-4673",3,"2019-02-13","2019-02-13","user_1","user_1",5866
4674,"A","F","F","A-F-A-4674",6,"2021-02-02","2021-02-02","user_1","user_1",5982
4675,"A","A","G","A-A-A-4675",4,"2021-02-02","2021-02-02","user_1","user_1",6060
4676,"A","B","H","A-B-A-4676",6,"2020-02-08","2020-02-08","user_1","user_1",5971
4677,"A","C","I","A-C-A-4677",6,"2018-08-17","2018-08-17","user_1","user_1",6035
4678,"A","D","J","A-D-A-4678",2,"2020-08-06","2020-08-06","user_1","user_1",5979
4679,"A","E","K","A-E-A-4679",4,"2019-02-13","2019-02-13","user_1","user_1",6115
4680,"A","F","L","A-F-A-4680",5,"2021-02-02","2021-02-02","user_1","user_1",5973
4681,"A","A","A","A-A-A-4681",6,"2021-02-02","2021-02-02","user_1","user_1",6101
4682,"A","B","B","A-B-A-4682",2,"2020-02-08","2020-02-08","user_1","user_1",6101
4683,"A","C","C","A-C-A-4683",5,"2018-08-17","2018-08-17","user_1","user_1",5971
4684,"A","D","D","A-D-A-4684",1,"2020-08-06","2020-08-06","user_1","user_1",5918
4685,"A","E","E","A-E-A-4685",6,"2019-02-13","2019-02-13","user_1","user_1",5973
4686,"A","F","F","A-F-A-4686",1,"2021-02-02","2021-02-02","user_1","user_1",5918
4687,"A","A","G","A-A-A-4687",6,"2021-02-02","2021-02-02","user_1","user_1",5979
4688,"A","B","H","A-B-A-4688",4,"2020-02-08","2020-02-08","user_1","user_1",5918
4689,"A","C","I","A-C-A-4689",3,"2018-08-17","2018-08-17","user_1","user_1",6101
4690,"A","D","J","A-D-A-4690",2,"2020-08-06","2020-08-06","user_1","user_1",5971
4691,"A","E","K","A-E-A-4691",2,"2019-02-13","2019-02-13","user_1","user_1",6101
4692,"A","F","L","A-F-A-4692",2,"2021-02-02","2021-02-02","user_1","user_1",6115
4693,"A","A","A","A-A-A-4693",3,"2021-02-02","2021-02-02","user_1","user_1",5866
4694,"A","B","B","A-B-A-4694",3,"2020-02-08","2020-02-08","user_1","user_1",6115
4695,"A","C","C","A-C-A-4695",2,"2018-08-17","2018-08-17","user_1","user_1",5973
4696,"A","D","D","A-D-A-4696",5,"2020-08-06","2020-08-06","user_1","user_1",6035
4697,"A","E","E","A-E-A-4697",3,"2019-02-13","2019-02-13","user_1","user_1",6060
4698,"A","F","F","A-F-A-4698",5,"2021-02-02","2021-02-02","user_1","user_1",5979
4699,"A","A","G","A-A-A-4699",1,"2021-02-02","2021-02-02","user_1","user_1",6115
4700,"A","B","H","A-B-A-4700",4,"2020-02-08","2020-02-08","user_1","user_1",6115
4701,"A","C","I","A-C-A-4701",6,"2018-08-17","2018-08-17","user_1","user_1",5982
4702,"A","D","J","A-D-A-4702",6,"2020-08-06","2020-08-06","user_1","user_1",5979
4703,"A","E","K","A-E-A-4703",1,"2019-02-13","2019-02-13","user_1","user_1",5971
4704,"A","F","L","A-F-A-4704",6,"2021-02-02","2021-02-02","user_1","user_1",6060
4705,"A","A","A","A-A-A-4705",6,"2021-02-02","2021-02-02","user_1","user_1",5979
4706,"A","B","B","A-B-A-4706",3,"2020-02-08","2020-02-08","user_1","user_1",5973
4707,"A","C","C","A-C-A-4707",6,"2018-08-17","2018-08-17","user_1","user_1",5866
4708,"A","D","D","A-D-A-4708",5,"2020-08-06","2020-08-06","user_1","user_1",6115
4709,"A","E","E","A-E-A-4709",1,"2019-02-13","2019-02-13","user_1","user_1",5918
4710,"A","F","F","A-F-A-4710",2,"2021-02-02","2021-02-02","user_1","user_1",6060
4711,"A","A","G","A-A-A-4711",4,"2021-02-02","2021-02-02","user_1","user_1",5979
4712,"A","B","H","A-B-A-4712",3,"2020-02-08","2020-02-08","user_1","user_1",6115
4713,"A","C","I","A-C-A-4713",5,"2018-08-17","2018-08-17","user_1","user_1",6035
4714,"A","D","J","A-D-A-4714",4,"2020-08-06","2020-08-06","user_1","user_1",5866
4715,"A","E","K","A-E-A-4715",6,"2019-02-13","2019-02-13","user_1","user_1",5918
4716,"A","F","L","A-F-A-4716",2,"2021-02-02","2021-02-02","user_1","user_1",5973
4717,"A","A","A","A-A-A-4717",4,"2021-02-02","2021-02-02","user_1","user_1",6115
4718,"A","B","B","A-B-A-4718",1,"2020-02-08","2020-02-08","user_1","user_1",6115
4719,"A","C","C","A-C-A-4719",1,"2018-08-17","2018-08-17","user_1","user_1",5918
4720,"A","D","D","A-D-A-4720",6,"2020-08-06","2020-08-06","user_1","user_1",5979
4721,"A","E","E","A-E-A-4721",4,"2019-02-13","2019-02-13","user_1","user_1",5979
4722,"A","F","F","A-F-A-4722",3,"2021-02-02","2021-02-02","user_1","user_1",5979
4723,"A","A","G","A-A-A-4723",6,"2021-02-02","2021-02-02","user_1","user_1",6060
4724,"A","B","H","A-B-A-4724",5,"2020-02-08","2020-02-08","user_1","user_1",5866
4725,"A","C","I","A-C-A-4725",2,"2018-08-17","2018-08-17","user_1","user_1",6035
4726,"A","D","J","A-D-A-4726",5,"2020-08-06","2020-08-06","user_1","user_1",5973
4727,"A","E","K","A-E-A-4727",2,"2019-02-13","2019-02-13","user_1","user_1",5982
4728,"A","F","L","A-F-A-4728",6,"2021-02-02","2021-02-02","user_1","user_1",6035
4729,"A","A","A","A-A-A-4729",2,"2021-02-02","2021-02-02","user_1","user_1",5979
4730,"A","B","B","A-B-A-4730",5,"2020-02-08","2020-02-08","user_1","user_1",6035
4731,"A","C","C","A-C-A-4731",1,"2018-08-17","2018-08-17","user_1","user_1",5866
4732,"A","D","D","A-D-A-4732",5,"2020-08-06","2020-08-06","user_1","user_1",6035
4733,"A","E","E","A-E-A-4733",5,"2019-02-13","2019-02-13","user_1","user_1",5918
4734,"A","F","F","A-F-A-4734",3,"2021-02-02","2021-02-02","user_1","user_1",5866
4735,"A","A","G","A-A-A-4735",3,"2021-02-02","2021-02-02","user_1","user_1",6115
4736,"A","B","H","A-B-A-4736",6,"2020-02-08","2020-02-08","user_1","user_1",5982
4737,"A","C","I","A-C-A-4737",6,"2018-08-17","2018-08-17","user_1","user_1",6060
4738,"A","D","J","A-D-A-4738",4,"2020-08-06","2020-08-06","user_1","user_1",5866
4739,"A","E","K","A-E-A-4739",6,"2019-02-13","2019-02-13","user_1","user_1",5866
4740,"A","F","L","A-F-A-4740",5,"2021-02-02","2021-02-02","user_1","user_1",5866
4741,"A","A","A","A-A-A-4741",4,"2021-02-02","2021-02-02","user_1","user_1",5973
4742,"A","B","B","A-B-A-4742",4,"2020-02-08","2020-02-08","user_1","user_1",5918
4743,"A","C","C","A-C-A-4743",2,"2018-08-17","2018-08-17","user_1","user_1",6101
4744,"A","D","D","A-D-A-4744",4,"2020-08-06","2020-08-06","user_1","user_1",5982
4745,"A","E","E","A-E-A-4745",1,"2019-02-13","2019-02-13","user_1","user_1",6101
4746,"A","F","F","A-F-A-4746",5,"2021-02-02","2021-02-02","user_1","user_1",6035
4747,"A","A","G","A-A-A-4747",1,"2021-02-02","2021-02-02","user_1","user_1",5918
4748,"A","B","H","A-B-A-4748",3,"2020-02-08","2020-02-08","user_1","user_1",6035
4749,"A","C","I","A-C-A-4749",1,"2018-08-17","2018-08-17","user_1","user_1",5971
4750,"A","D","J","A-D-A-4750",2,"2020-08-06","2020-08-06","user_1","user_1",6101
4751,"A","E","K","A-E-A-4751",6,"2019-02-13","2019-02-13","user_1","user_1",5866
4752,"A","F","L","A-F-A-4752",2,"2021-02-02","2021-02-02","user_1","user_1",5971
4753,"A","A","A","A-A-A-4753",3,"2021-02-02","2021-02-02","user_1","user_1",5918
4754,"A","B","B","A-B-A-4754",2,"2020-02-08","2020-02-08","user_1","user_1",5979
4755,"A","C","C","A-C-A-4755",1,"2018-08-17","2018-08-17","user_1","user_1",5973
4756,"A","D","D","A-D-A-4756",5,"2020-08-06","2020-08-06","user_1","user_1",5979
4757,"A","E","E","A-E-A-4757",6,"2019-02-13","2019-02-13","user_1","user_1",5982
4758,"A","F","F","A-F-A-4758",5,"2021-02-02","2021-02-02","user_1","user_1",6060
4759,"A","A","G","A-A-A-4759",1,"2021-02-02","2021-02-02","user_1","user_1",5971
4760,"A","B","H","A-B-A-4760",5,"2020-02-08","2020-02-08","user_1","user_1",5982
4761,"A","C","I","A-C-A-4761",3,"2018-08-17","2018-08-17","user_1","user_1",5979
4762,"A","D","J","A-D-A-4762",1,"2020-08-06","2020-08-06","user_1","user_1",6035
4763,"A","E","K","A-E-A-4763",4,"2019-02-13","2019-02-13","user_1","user_1",5971
4764,"A","F","L","A-F-A-4764",5,"2021-02-02","2021-02-02","user_1","user_1",5979
4765,"A","A","A","A-A-A-4765",2,"2021-02-02","2021-02-02","user_1","user_1",5973
4766,"A","B","B","A-B-A-4766",6,"2020-02-08","2020-02-08","user_1","user_1",5971
4767,"A","C","C","A-C-A-4767",3,"2018-08-17","2018-08-17","user_1","user_1",5982
4768,"A","D","D","A-D-A-4768",2,"2020-08-06","2020-08-06","user_1","user_1",5982
4769,"A","E","E","A-E-A-4769",3,"2019-02-13","2019-02-13","user_1","user_1",5971
4770,"A","F","F","A-F-A-4770",1,"2021-02-02","2021-02-02","user_1","user_1",5918
4771,"A","A","G","A-A-A-4771",3,"2021-02-02","2021-02-02","user_1","user_1",5982
4772,"A","B","H","A-B-A-4772",3,"2020-02-08","2020-02-08","user_1","user_1",5979
4773,"A","C","I","A-C-A-4773",4,"2018-08-17","2018-08-17","user_1","user_1",6101
4774,"A","D","J","A-D-A-4774",2,"2020-08-06","2020-08-06","user_1","user_1",5971
4775,"A","E","K","A-E-A-4775",2,"2019-02-13","2019-02-13","user_1","user_1",5973
4776,"A","F","L","A-F-A-4776",3,"2021-02-02","2021-02-02","user_1","user_1",6101
4777,"A","A","A","A-A-A-4777",4,"2021-02-02","2021-02-02","user_1","user_1",5971
4778,"A","B","B","A-B-A-4778",4,"2020-02-08","2020-02-08","user_1","user_1",5982
4779,"A","C","C","A-C-A-4779",1,"2018-08-17","2018-08-17","user_1","user_1",5973
4780,"A","D","D","A-D-A-4780",6,"2020-08-06","2020-08-06","user_1","user_1",6101
4781,"A","E","E","A-E-A-4781",5,"2019-02-13","2019-02-13","user_1","user_1",5866
4782,"A","F","F","A-F-A-4782",1,"2021-02-02","2021-02-02","user_1","user_1",6101
4783,"A","A","G","A-A-A-4783",4,"2021-02-02","2021-02-02","user_1","user_1",6101
4784,"A","B","H","A-B-A-4784",3,"2020-02-08","2020-02-08","user_1","user_1",6101
4785,"A","C","I","A-C-A-4785",2,"2018-08-17","2018-08-17","user_1","user_1",5866
4786,"A","D","J","A-D-A-4786",5,"2020-08-06","2020-08-06","user_1","user_1",6115
4787,"A","E","K","A-E-A-4787",1,"2019-02-13","2019-02-13","user_1","user_1",6101
4788,"A","F","L","A-F-A-4788",2,"2021-02-02","2021-02-02","user_1","user_1",6060
4789,"A","A","A","A-A-A-4789",6,"2021-02-02","2021-02-02","user_1","user_1",5979
4790,"A","B","B","A-B-A-4790",5,"2020-02-08","2020-02-08","user_1","user_1",5982
4791,"A","C","C","A-C-A-4791",3,"2018-08-17","2018-08-17","user_1","user_1",5971
4792,"A","D","D","A-D-A-4792",3,"2020-08-06","2020-08-06","user_1","user_1",5971
4793,"A","E","E","A-E-A-4793",6,"2019-02-13","2019-02-13","user_1","user_1",5973
4794,"A","F","F","A-F-A-4794",2,"2021-02-02","2021-02-02","user_1","user_1",5979
4795,"A","A","G","A-A-A-4795",5,"2021-02-02","2021-02-02","user_1","user_1",6101
4796,"A","B","H","A-B-A-4796",1,"2020-02-08","2020-02-08","user_1","user_1",6060
4797,"A","C","I","A-C-A-4797",1,"2018-08-17","2018-08-17","user_1","user_1",5979
4798,"A","D","J","A-D-A-4798",6,"2020-08-06","2020-08-06","user_1","user_1",6035
4799,"A","E","K","A-E-A-4799",5,"2019-02-13","2019-02-13","user_1","user_1",6101
4800,"A","F","L","A-F-A-4800",5,"2021-02-02","2021-02-02","user_1","user_1",5918
4801,"A","A","A","A-A-A-4801",4,"2021-02-02","2021-02-02","user_1","user_1",5918
4802,"A","B","B","A-B-A-4802",5,"2020-02-08","2020-02-08","user_1","user_1",6101
4803,"A","C","C","A-C-A-4803",4,"2018-08-17","2018-08-17","user_1","user_1",5979
4804,"A","D","D","A-D-A-4804",5,"2020-08-06","2020-08-06","user_1","user_1",5973
4805,"A","E","E","A-E-A-4805",6,"2019-02-13","2019-02-13","user_1","user_1",5918
4806,"A","F","F","A-F-A-4806",2,"2021-02-02","2021-02-02","user_1","user_1",6060
4807,"A","A","G","A-A-A-4807",4,"2021-02-02","2021-02-02","user_1","user_1",5866
4808,"A","B","H","A-B-A-4808",1,"2020-02-08","2020-02-08","user_1","user_1",6060
4809,"A","C","I","A-C-A-4809",5,"2018-08-17","2018-08-17","user_1","user_1",6101
4810,"A","D","J","A-D-A-4810",2,"2020-08-06","2020-08-06","user_1","user_1",5971
4811,"A","E","K","A-E-A-4811",6,"2019-02-13","2019-02-13","user_1","user_1",5866
4812,"A","F","L","A-F-A-4812",6,"2021-02-02","2021-02-02","user_1","user_1",6115
4813,"A","A","A","A-A-A-4813",6,"2021-02-02","2021-02-02","user_1","user_1",5866
4814,"A","B","B","A-B-A-4814",4,"2020-02-08","2020-02-08","user_1","user_1",6115
4815,"A","C","C","A-C-A-4815",3,"2018-08-17","2018-08-17","user_1","user_1",5979
4816,"A","D","D","A-D-A-4816",3,"2020-08-06","2020-08-06","user_1","user_1",5982
4817,"A","E","E","A-E-A-4817",2,"2019-02-13","2019-02-13","user_1","user_1",5918
4818,"A","F","F","A-F-A-4818",6,"2021-02-02","2021-02-02","user_1","user_1",5982
4819,"A","A","G","A-A-A-4819",6,"2021-02-02","2021-02-02","user_1","user_1",6035
4820,"A","B","H","A-B-A-4820",5,"2020-02-08","2020-02-08","user_1","user_1",5971
4821,"A","C","I","A-C-A-4821",3,"2018-08-17","2018-08-17","user_1","user_1",6101
4822,"A","D","J","A-D-A-4822",1,"2020-08-06","2020-08-06","user_1","user_1",6035
4823,"A","E","K","A-E-A-4823",1,"2019-02-13","2019-02-13","user_1","user_1",5982
4824,"A","F","L","A-F-A-4824",3,"2021-02-02","2021-02-02","user_1","user_1",6060
4825,"A","A","A","A-A-A-4825",6,"2021-02-02","2021-02-02","user_1","user_1",5982
4826,"A","B","B","A-B-A-4826",6,"2020-02-08","2020-02-08","user_1","user_1",6060
4827,"A","C","C","A-C-A-4827",6,"2018-08-17","2018-08-17","user_1","user_1",5971
4828,"A","D","D","A-D-A-4828",2,"2020-08-06","2020-08-06","user_1","user_1",6060
4829,"A","E","E","A-E-A-4829",1,"2019-02-13","2019-02-13","user_1","user_1",5866
4830,"A","F","F","A-F-A-4830",2,"2021-02-02","2021-02-02","user_1","user_1",5979
4831,"A","A","G","A-A-A-4831",5,"2021-02-02","2021-02-02","user_1","user_1",5973
4832,"A","B","H","A-B-A-4832",3,"2020-02-08","2020-02-08","user_1","user_1",5918
4833,"A","C","I","A-C-A-4833",2,"2018-08-17","2018-08-17","user_1","user_1",5866
4834,"A","D","J","A-D-A-4834",3,"2020-08-06","2020-08-06","user_1","user_1",5918
4835,"A","E","K","A-E-A-4835",4,"2019-02-13","2019-02-13","user_1","user_1",6060
4836,"A","F","L","A-F-A-4836",3,"2021-02-02","2021-02-02","user_1","user_1",5979
4837,"A","A","A","A-A-A-4837",4,"2021-02-02","2021-02-02","user_1","user_1",5971
4838,"A","B","B","A-B-A-4838",4,"2020-02-08","2020-02-08","user_1","user_1",5866
4839,"A","C","C","A-C-A-4839",4,"2018-08-17","2018-08-17","user_1","user_1",5982
4840,"A","D","D","A-D-A-4840",3,"2020-08-06","2020-08-06","user_1","user_1",6060
4841,"A","E","E","A-E-A-4841",1,"2019-02-13","2019-02-13","user_1","user_1",6035
4842,"A","F","F","A-F-A-4842",2,"2021-02-02","2021-02-02","user_1","user_1",5973
4843,"A","A","G","A-A-A-4843",4,"2021-02-02","2021-02-02","user_1","user_1",6060
4844,"A","B","H","A-B-A-4844",1,"2020-02-08","2020-02-08","user_1","user_1",5979
4845,"A","C","I","A-C-A-4845",1,"2018-08-17","2018-08-17","user_1","user_1",5979
4846,"A","D","J","A-D-A-4846",6,"2020-08-06","2020-08-06","user_1","user_1",5971
4847,"A","E","K","A-E-A-4847",3,"2019-02-13","2019-02-13","user_1","user_1",5971
4848,"A","F","L","A-F-A-4848",1,"2021-02-02","2021-02-02","user_1","user_1",6035
4849,"A","A","A","A-A-A-4849",1,"2021-02-02","2021-02-02","user_1","user_1",6035
4850,"A","B","B","A-B-A-4850",1,"2020-02-08","2020-02-08","user_1","user_1",5918
4851,"A","C","C","A-C-A-4851",6,"2018-08-17","2018-08-17","user_1","user_1",5982
4852,"A","D","D","A-D-A-4852",4,"2020-08-06","2020-08-06","user_1","user_1",5866
4853,"A","E","E","A-E-A-4853",6,"2019-02-13","2019-02-13","user_1","user_1",6115
4854,"A","F","F","A-F-A-4854",6,"2021-02-02","2021-02-02","user_1","user_1",5979
4855,"A","A","G","A-A-A-4855",2,"2021-02-02","2021-02-02","user_1","user_1",6060
4856,"A","B","H","A-B-A-4856",5,"2020-02-08","2020-02-08","user_1","user_1",5979
4857,"A","C","I","A-C-A-4857",2,"2018-08-17","2018-08-17","user_1","user_1",6035
4858,"A","D","J","A-D-A-4858",6,"2020-08-06","2020-08-06","user_1","user_1",6060
4859,"A","E","K","A-E-A-4859",6,"2019-02-13","2019-02-13","user_1","user_1",5973
4860,"A","F","L","A-F-A-4860",4,"2021-02-02","2021-02-02","user_1","user_1",6035
4861,"A","A","A","A-A-A-4861",6,"2021-02-02","2021-02-02","user_1","user_1",6101
4862,"A","B","B","A-B-A-4862",2,"2020-02-08","2020-02-08","user_1","user_1",5971
4863,"A","C","C","A-C-A-4863",6,"2018-08-17","2018-08-17","user_1","user_1",6035
4864,"A","D","D","A-D-A-4864",5,"2020-08-06","2020-08-06","user_1","user_1",6035
4865,"A","E","E","A-E-A-4865",5,"2019-02-13","2019-02-13","user_1","user_1",6101
4866,"A","F","F","A-F-A-4866",6,"2021-02-02","2021-02-02","user_1","user_1",6060
4867,"A","A","G","A-A-A-4867",5,"2021-02-02","2021-02-02","user_1","user_1",5866
4868,"A","B","H","A-B-A-4868",2,"2020-02-08","2020-02-08","user_1","user_1",5973
4869,"A","C","I","A-C-A-4869",4,"2018-08-17","2018-08-17","user_1","user_1",6101
4870,"A","D","J","A-D-A-4870",2,"2020-08-06","2020-08-06","user_1","user_1",5971
4871,"A","E","K","A-E-A-4871",5,"2019-02-13","2019-02-13","user_1","user_1",5866
4872,"A","F","L","A-F-A-4872",2,"2021-02-02","2021-02-02","user_1","user_1",5973
4873,"A","A","A","A-A-A-4873",1,"2021-02-02","2021-02-02","user_1","user_1",5918
4874,"A","B","B","A-B-A-4874",5,"2020-02-08","2020-02-08","user_1","user_1",5866
4875,"A","C","C","A-C-A-4875",5,"2018-08-17","2018-08-17","user_1","user_1",6101
4876,"A","D","D","A-D-A-4876",6,"2020-08-06","2020-08-06","user_1","user_1",5866
4877,"A","E","E","A-E-A-4877",5,"2019-02-13","2019-02-13","user_1","user_1",6101
4878,"A","F","F","A-F-A-4878",3,"2021-02-02","2021-02-02","user_1","user_1",6035
4879,"A","A","G","A-A-A-4879",2,"2021-02-02","2021-02-02","user_1","user_1",5982
4880,"A","B","H","A-B-A-4880",4,"2020-02-08","2020-02-08","user_1","user_1",5982
4881,"A","C","I","A-C-A-4881",5,"2018-08-17","2018-08-17","user_1","user_1",5982
4882,"A","D","J","A-D-A-4882",4,"2020-08-06","2020-08-06","user_1","user_1",5971
4883,"A","E","K","A-E-A-4883",6,"2019-02-13","2019-02-13","user_1","user_1",5979
4884,"A","F","L","A-F-A-4884",5,"2021-02-02","2021-02-02","user_1","user_1",6035
4885,"A","A","A","A-A-A-4885",6,"2021-02-02","2021-02-02","user_1","user_1",6035
4886,"A","B","B","A-B-A-4886",6,"2020-02-08","2020-02-08","user_1","user_1",6101
4887,"A","C","C","A-C-A-4887",1,"2018-08-17","2018-08-17","user_1","user_1",5973
4888,"A","D","D","A-D-A-4888",2,"2020-08-06","2020-08-06","user_1","user_1",5918
4889,"A","E","E","A-E-A-4889",4,"2019-02-13","2019-02-13","user_1","user_1",6115
4890,"A","F","F","A-F-A-4890",6,"2021-02-02","2021-02-02","user_1","user_1",5918
4891,"A","A","G","A-A-A-4891",3,"2021-02-02","2021-02-02","user_1","user_1",6101
4892,"A","B","H","A-B-A-4892",4,"2020-02-08","2020-02-08","user_1","user_1",5979
4893,"A","C","I","A-C-A-4893",1,"2018-08-17","2018-08-17","user_1","user_1",6035
4894,"A","D","J","A-D-A-4894",3,"2020-08-06","2020-08-06","user_1","user_1",6035
4895,"A","E","K","A-E-A-4895",4,"2019-02-13","2019-02-13","user_1","user_1",5971
4896,"A","F","L","A-F-A-4896",3,"2021-02-02","2021-02-02","user_1","user_1",6060
4897,"A","A","A","A-A-A-4897",6,"2021-02-02","2021-02-02","user_1","user_1",5866
4898,"A","B","B","A-B-A-4898",2,"2020-02-08","2020-02-08","user_1","user_1",5982
4899,"A","C","C","A-C-A-4899",6,"2018-08-17","2018-08-17","user_1","user_1",6101
4900,"A","D","D","A-D-A-4900",4,"2020-08-06","2020-08-06","user_1","user_1",5866
4901,"A","E","E","A-E-A-4901",5,"2019-02-13","2019-02-13","user_1","user_1",5918
4902,"A","F","F","A-F-A-4902",1,"2021-02-02","2021-02-02","user_1","user_1",5973
4903,"A","A","G","A-A-A-4903",3,"2021-02-02","2021-02-02","user_1","user_1",5971
4904,"A","B","H","A-B-A-4904",3,"2020-02-08","2020-02-08","user_1","user_1",5918
4905,"A","C","I","A-C-A-4905",5,"2018-08-17","2018-08-17","user_1","user_1",5982
4906,"A","D","J","A-D-A-4906",3,"2020-08-06","2020-08-06","user_1","user_1",5971
4907,"A","E","K","A-E-A-4907",6,"2019-02-13","2019-02-13","user_1","user_1",6101
4908,"A","F","L","A-F-A-4908",1,"2021-02-02","2021-02-02","user_1","user_1",6060
4909,"A","A","A","A-A-A-4909",4,"2021-02-02","2021-02-02","user_1","user_1",5971
4910,"A","B","B","A-B-A-4910",2,"2020-02-08","2020-02-08","user_1","user_1",6060
4911,"A","C","C","A-C-A-4911",4,"2018-08-17","2018-08-17","user_1","user_1",6115
4912,"A","D","D","A-D-A-4912",3,"2020-08-06","2020-08-06","user_1","user_1",5982
4913,"A","E","E","A-E-A-4913",4,"2019-02-13","2019-02-13","user_1","user_1",6035
4914,"A","F","F","A-F-A-4914",4,"2021-02-02","2021-02-02","user_1","user_1",5918
4915,"A","A","G","A-A-A-4915",5,"2021-02-02","2021-02-02","user_1","user_1",6115
4916,"A","B","H","A-B-A-4916",6,"2020-02-08","2020-02-08","user_1","user_1",5982
4917,"A","C","I","A-C-A-4917",2,"2018-08-17","2018-08-17","user_1","user_1",6115
4918,"A","D","J","A-D-A-4918",3,"2020-08-06","2020-08-06","user_1","user_1",5982
4919,"A","E","K","A-E-A-4919",4,"2019-02-13","2019-02-13","user_1","user_1",6060
4920,"A","F","L","A-F-A-4920",5,"2021-02-02","2021-02-02","user_1","user_1",6115
4921,"A","A","A","A-A-A-4921",4,"2021-02-02","2021-02-02","user_1","user_1",5973
4922,"A","B","B","A-B-A-4922",3,"2020-02-08","2020-02-08","user_1","user_1",5866
4923,"A","C","C","A-C-A-4923",3,"2018-08-17","2018-08-17","user_1","user_1",5973
4924,"A","D","D","A-D-A-4924",4,"2020-08-06","2020-08-06","user_1","user_1",6101
4925,"A","E","E","A-E-A-4925",4,"2019-02-13","2019-02-13","user_1","user_1",6035
4926,"A","F","F","A-F-A-4926",2,"2021-02-02","2021-02-02","user_1","user_1",5979
4927,"A","A","G","A-A-A-4927",6,"2021-02-02","2021-02-02","user_1","user_1",6115
4928,"A","B","H","A-B-A-4928",4,"2020-02-08","2020-02-08","user_1","user_1",5971
4929,"A","C","I","A-C-A-4929",6,"2018-08-17","2018-08-17","user_1","user_1",6115
4930,"A","D","J","A-D-A-4930",6,"2020-08-06","2020-08-06","user_1","user_1",6060
4931,"A","E","K","A-E-A-4931",5,"2019-02-13","2019-02-13","user_1","user_1",5982
4932,"A","F","L","A-F-A-4932",5,"2021-02-02","2021-02-02","user_1","user_1",5982
4933,"A","A","A","A-A-A-4933",2,"2021-02-02","2021-02-02","user_1","user_1",5918
4934,"A","B","B","A-B-A-4934",2,"2020-02-08","2020-02-08","user_1","user_1",6101
4935,"A","C","C","A-C-A-4935",2,"2018-08-17","2018-08-17","user_1","user_1",6035
4936,"A","D","D","A-D-A-4936",6,"2020-08-06","2020-08-06","user_1","user_1",5971
4937,"A","E","E","A-E-A-4937",3,"2019-02-13","2019-02-13","user_1","user_1",5973
4938,"A","F","F","A-F-A-4938",1,"2021-02-02","2021-02-02","user_1","user_1",6101
4939,"A","A","G","A-A-A-4939",1,"2021-02-02","2021-02-02","user_1","user_1",6060
4940,"A","B","H","A-B-A-4940",4,"2020-02-08","2020-02-08","user_1","user_1",6035
4941,"A","C","I","A-C-A-4941",2,"2018-08-17","2018-08-17","user_1","user_1",6101
4942,"A","D","J","A-D-A-4942",6,"2020-08-06","2020-08-06","user_1","user_1",6115
4943,"A","E","K","A-E-A-4943",4,"2019-02-13","2019-02-13","user_1","user_1",5866
4944,"A","F","L","A-F-A-4944",1,"2021-02-02","2021-02-02","user_1","user_1",6115
4945,"A","A","A","A-A-A-4945",5,"2021-02-02","2021-02-02","user_1","user_1",6115
4946,"A","B","B","A-B-A-4946",2,"2020-02-08","2020-02-08","user_1","user_1",6035
4947,"A","C","C","A-C-A-4947",4,"2018-08-17","2018-08-17","user_1","user_1",5979
4948,"A","D","D","A-D-A-4948",5,"2020-08-06","2020-08-06","user_1","user_1",5979
4949,"A","E","E","A-E-A-4949",4,"2019-02-13","2019-02-13","user_1","user_1",6101
4950,"A","F","F","A-F-A-4950",5,"2021-02-02","2021-02-02","user_1","user_1",5918
4951,"A","A","G","A-A-A-4951",4,"2021-02-02","2021-02-02","user_1","user_1",6035
4952,"A","B","H","A-B-A-4952",4,"2020-02-08","2020-02-08","user_1","user_1",6060
4953,"A","C","I","A-C-A-4953",4,"2018-08-17","2018-08-17","user_1","user_1",5982
4954,"A","D","J","A-D-A-4954",4,"2020-08-06","2020-08-06","user_1","user_1",6115
